Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Activity,Stage
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,15/07/2019 03:56:36 PM,119600850,89,1,25803.0,289.0,296.0,288.0,289.92134831460675,2.4178536645561004,289.0,289.0,289.0,0.0,218.1589846560455,0.7525030131474818,1343829.775280899,968937.4577775643,3003613.0,319189.0,1.19168461E8,1354187.0568181819,969522.5617754548,3003613.0,319189.0,0,0,0,0,0,0,0,0,0,712,8,0.7441418685569543,0.008361144590527576,288.0,296.0,289.9010989010987,2.394692952040888,5.734554334554303,0,0,0,0,0,0,0,0,0.0,293.1222222222222,289.92134831460675,289.0,0,0,0,0,0,0,89,25803,1,289,-1,-1,89,0,0,0,0,0,0,0,0,0,Normal,BENIGN
192.168.3.30-192.168.3.31-40504-9200-6,192.168.3.30,40504,192.168.3.31,9200,6,15/07/2019 03:56:50 PM,85024055,7,9,6034.0,3352.0,2016.0,0.0,862.0,1075.1055762110063,2016.0,0.0,372.44444444444446,638.5579674373954,110.39228839414916,0.18818203860072305,5668270.333333334,1.1929958712123362E7,3.4993988E7,30.0,8.5015255E7,1.4169209166666668E7,1.593659412403617E7,3.4993988E7,5826.0,8.5024006E7,1.0628000749999998E7,1.498060784135939E7,3.4994493E7,468.0,0,1,0,0,224,288,0.08232964188781633,0.10585239671290671,0.0,2016.0,670.7058823529413,903.5959941191834,816485.7205882353,0,0,0,1,1,0,0,0,1.0,712.625,862.0,372.44444444444446,0,0,0,0,0,0,7,6034,9,3352,-1,2958,3,0,7982.0,1885.1663056611212,9320.0,5826.0,2.8330627333333332E7,5770639.827392569,3.4993988E7,2.499737E7,Normal,BENIGN
0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,15/07/2019 03:55:58 PM,119999802,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02500004125006806,5.9999901E7,69.29646455628166,5.999995E7,5.9999852E7,5.999995E7,5.999995E7,0.0,5.999995E7,5.999995E7,0,0,0,0,0,0,0,0,0,0,0,0.016666694166712043,0.008333347083356021,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.9999901E7,69.29646455628166,5.999995E7,5.9999852E7,Normal,BENIGN
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,15/07/2019 03:57:25 PM,100017954,21,1,1056.0,52.0,52.0,48.0,50.285714285714285,2.0283702113484416,52.0,52.0,52.0,0.0,11.078011053895382,0.21996050829034156,4762759.714285715,6700684.361871503,1.9999612E7,3.0,8.7434388E7,4371719.399999999,6624357.592853755,1.9999612E7,3.0,0,0,0,0,0,0,0,0,0,168,8,0.2099623033680533,0.009998204922288253,48.0,52.0,50.434782608695656,1.9960435173913806,3.984189723320155,0,0,0,0,0,0,0,0,0.0,52.72727272727273,50.285714285714285,52.0,0,0,0,0,0,0,21,1056,1,52,-1,-1,21,0,1709388.75,1977924.2920870986,3575817.0,59.0,1.2987539000000002E7,5244772.086860846,1.9999612E7,7077190.0,Normal,BENIGN
192.168.3.30-192.168.3.34-8081-47184-6,192.168.3.34,47184,192.168.3.30,8081,6,15/07/2019 03:58:59 PM,30012809,5,7,1939.0,263.0,1939.0,0.0,387.79999999999995,867.1471616744184,263.0,0.0,37.57142857142858,99.40465640142676,73.36867402181515,0.39982928622242586,2728437.181818182,4671698.270196414,1.0239961E7,60.0,2.0266494E7,5066623.5,5844676.04703115,1.0240121E7,205.0,3.0012809E7,5002134.833333333,5477634.315836149,1.0240121E7,264.0,0,0,0,0,160,240,0.16659553592601078,0.2332337502964151,0.0,1939.0,169.38461538461542,536.6489446030708,287992.0897435898,0,1,0,0,0,0,0,0,1.0,183.5,387.8,37.57142857142857,0,0,0,0,0,0,5,1939,7,263,-1,257,1,0,5998.5,8256.885883915316,11837.0,160.0,1.0127555E7,158966.0896921101,1.0239961E7,1.0015149E7,Normal,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/07/2019 03:57:48 PM,119365622,247,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.077650129448494,483261.62753036426,285588.54435571894,1000223.0,16.0,1.18998872E8,483735.2520325202,286073.56523564016,1000223.0,16.0,0,0,0,0,0,0,0,0,0,0,0,2.0692725079587824,0.008377621489711669,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,247,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Normal,BENIGN
192.168.3.30-192.168.3.34-8081-47186-6,192.168.3.34,47186,192.168.3.30,8081,6,15/07/2019 03:59:59 PM,30014384,5,7,1939.0,263.0,1939.0,0.0,387.79999999999995,867.1471616744184,263.0,0.0,37.57142857142858,99.40465640142676,73.3648240123802,0.3998083052445787,2728580.3636363633,4673042.725587629,1.0239086E7,95.0,2.041563E7,5103907.5,5886535.519369521,1.0239259E7,174.0,3.0014384E7,5002397.333333333,5479791.75963064,1.0239264E7,268.0,0,0,0,0,160,240,0.1665867938519078,0.23322151139267092,0.0,1939.0,169.38461538461542,536.6489446030708,287992.0897435898,0,1,0,0,0,0,0,0,1.0,183.5,387.8,37.57142857142857,0,0,0,0,0,0,5,1939,7,263,-1,257,1,0,6502.5,8951.264743040505,12832.0,173.0,1.02016395E7,52957.3481634041,1.0239086E7,1.0164193E7,Normal,BENIGN
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,15/07/2019 03:58:39 PM,119962476,90,1,26099.0,296.0,296.0,288.0,289.98888888888894,2.4881491900627615,296.0,296.0,296.0,0.0,220.02713581870384,0.7585705383406725,1332916.3999999994,970038.6245221049,3003427.0,273294.0,1.19202614E8,1339355.2134831464,973598.5726989434,3003427.0,273294.0,0,0,0,0,0,0,0,0,0,720,8,0.7502345983589068,0.008335939981765631,288.0,296.0,290.11956521739137,2.613752265955566,6.831700907787854,0,0,0,0,0,0,0,0,0.0,293.3076923076923,289.9888888888889,296.0,0,0,0,0,0,0,90,26099,1,296,-1,-1,90,0,0,0,0,0,0,0,0,0,Normal,BENIGN
192.168.3.30-192.168.3.31-40504-9200-6,192.168.3.30,40504,192.168.3.31,9200,6,15/07/2019 03:58:50 PM,85025655,7,9,6026.0,3347.0,2022.0,0.0,860.8571428571428,1073.6981929405533,2008.0,0.0,371.88888888888886,635.9623503880644,110.23731601950023,0.18817849741939655,5668377.0,1.1929679392858943E7,3.4996709E7,21.0,8.5015334E7,1.4169222333333332E7,1.5936108271003405E7,3.4996709E7,6677.0,8.5025612E7,1.06282015E7,1.4980095148432108E7,3.4997303E7,464.0,0,1,0,0,224,288,0.08232809262098598,0.10585040479841056,0.0,2022.0,669.4705882352943,901.3048955297439,812350.5147058825,0,0,0,1,1,0,0,0,1.0,711.3125,860.8571428571429,371.8888888888889,0,0,0,0,0,0,7,6026,9,3347,-1,2958,3,0,8509.666666666666,1822.0936675520645,10321.0,6677.0,2.8329763E7,5773744.608351759,3.4996709E7,2.4996012E7,Normal,BENIGN
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,15/07/2019 03:59:25 PM,113583974,39,1,1984.0,52.0,56.0,48.0,50.87179487179488,2.2381793256254556,52.0,52.0,52.0,0.0,17.92506397073235,0.35216235698884774,2912409.58974359,5237633.005862464,2.0006933E7,2.0,1.10662957E8,2912183.078947368,5307939.756879803,2.0006933E7,2.0,0,0,0,0,0,0,0,0,0,312,8,0.34335829806412654,0.008804058924721194,48.0,56.0,50.92682926829267,2.195338742682311,4.81951219512195,0,0,0,0,0,0,0,0,0.0,52.2,50.87179487179487,52.0,0,0,0,0,0,0,39,1984,1,52,-1,-1,39,0,1335281.0,1600330.518840155,3548726.0,40.0,1.05572229E7,5112053.717258879,2.0006933E7,5172954.0,Normal,BENIGN
192.168.3.30-192.168.3.34-8081-47192-6,192.168.3.34,47192,192.168.3.30,8081,6,15/07/2019 04:00:59 PM,30022279,5,7,1939.0,263.0,1939.0,0.0,387.79999999999995,867.1471616744184,263.0,0.0,37.57142857142858,99.40465640142676,73.3455311637068,0.39970316710466913,2729298.090909091,4671105.037564184,1.0239885E7,57.0,2.0301941E7,5075485.25,5848847.598910938,1.0240136E7,393.0,3.0022279E7,5003713.166666667,5475948.564833984,1.0240035E7,226.0,0,0,0,0,160,240,0.16654298629361214,0.233160180811057,0.0,1939.0,169.38461538461542,536.6489446030708,287992.0897435898,0,1,0,0,0,0,0,0,1.0,183.5,387.8,37.57142857142857,0,0,0,0,0,0,5,1939,7,263,-1,257,1,0,11222.5,15516.044099576413,22194.0,251.0,1.01401125E7,141099.62265186963,1.0239885E7,1.004034E7,Normal,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/07/2019 03:59:49 PM,119998831,250,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0916870431846126,479995.3239999999,268283.8842227868,1000174.0,23.0,1.18998949E8,477907.42570281134,266781.2681170185,1000174.0,23.0,0,0,0,0,0,0,0,0,0,0,0,2.083353628669933,0.00833341451467973,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,250,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Normal,BENIGN
0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,15/07/2019 03:58:58 PM,119999677,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000067291847793,5.99998385E7,888.8332239514903,6.0000467E7,5.999921E7,5.999921E7,5.999921E7,0.0,5.999921E7,5.999921E7,0,0,0,0,0,0,0,0,0,0,0,0.016666711527898528,0.008333355763949264,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.99998385E7,888.8332239514903,6.0000467E7,5.999921E7,Normal,BENIGN
192.168.3.30-192.168.3.34-8081-47194-6,192.168.3.34,47194,192.168.3.30,8081,6,15/07/2019 04:01:59 PM,30010191,5,7,1939.0,263.0,1939.0,0.0,387.79999999999995,867.1471616744184,263.0,0.0,37.57142857142858,99.40465640142676,73.3750744871967,0.3998641661427613,2728199.181818182,4673682.472025155,1.0240005E7,58.0,2.0453652E7,5113413.0,5899505.336158448,1.0240164E7,379.0,3.0010191E7,5001698.5,5481310.071605866,1.0240168E7,200.0,0,0,0,0,160,240,0.16661006922615054,0.23325409691661078,0.0,1939.0,169.38461538461542,536.6489446030708,287992.0897435898,0,1,0,0,0,0,0,0,1.0,183.5,387.8,37.57142857142857,0,0,0,0,0,0,5,1939,7,263,-1,257,1,0,4770.5,6521.645842883528,9382.0,159.0,1.0222439E7,24842.075436645788,1.0240005E7,1.0204873E7,Normal,BENIGN
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,15/07/2019 04:00:41 PM,119431908,90,1,26092.0,296.0,296.0,288.0,289.91111111111115,2.406192593394043,296.0,296.0,296.0,0.0,220.945980365649,0.761940435549267,1327021.2000000007,957231.0352614878,3003733.0,217653.0,1.19159374E8,1338869.3707865165,955994.7501509923,3003733.0,217653.0,0,0,0,0,0,0,0,0,0,720,8,0.7535674637300444,0.008372971819222716,288.0,296.0,290.0434782608694,2.541579691686366,6.459627329192563,0,0,0,0,0,0,0,0,0.0,293.2307692307692,289.9111111111111,296.0,0,0,0,0,0,0,90,26092,1,296,-1,-1,90,0,0,0,0,0,0,0,0,0,Normal,BENIGN
192.168.3.30-192.168.3.31-40504-9200-6,192.168.3.30,40504,192.168.3.31,9200,6,15/07/2019 04:00:50 PM,85120845,15,13,9900.0,4702.0,2024.0,0.0,660.0000000000001,820.055050416913,2022.0,0.0,361.6923076923076,523.2614681997558,171.5443496830888,0.32894410293976756,3152623.8888888885,7131044.208203674,2.4999505E7,30.0,8.5113074E7,6079505.285714286,9085302.11712955,2.4999505E7,6002.0,8.5120747E7,7093395.583333334,9473474.805576842,2.5000093E7,548.0,0,1,0,0,480,416,0.17622005514630404,0.15272404779346352,0.0,2024.0,573.2413793103449,743.8819825354603,553360.4039408868,0,0,0,1,1,0,0,0,0.0,593.7142857142857,660.0,361.6923076923077,0,0,0,0,0,0,15,9900,13,4702,-1,2958,7,0,1209206.6,1645095.07006656,3014231.0,7300.0,1.57964546E7,9012382.756357739,2.4999505E7,6993471.0,Normal,BENIGN
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,15/07/2019 04:01:25 PM,106720029,30,1,1524.0,52.0,56.0,48.0,50.800000000000004,2.3838537330737495,52.0,52.0,52.0,0.0,14.767612178965956,0.2904796811852441,3557334.3,6022416.776265318,2.0019486E7,2.0,9.0001274E7,3103492.206896552,5582560.246694052,2.0019486E7,2.0,0,0,0,0,0,0,0,0,0,240,8,0.2811093688889459,0.009370312296298196,48.0,56.0,50.87500000000001,2.324483987135986,5.403225806451611,0,0,0,0,0,0,0,0,0.0,52.516129032258064,50.8,52.0,0,0,0,0,0,0,30,1524,1,52,-1,-1,30,0,2427655.25,3229880.7716329484,6820383.0,57.0,1.1931319625E7,6077259.462125763,2.0019486E7,5126230.0,Normal,BENIGN
192.168.3.30-192.168.3.34-8081-47196-6,192.168.3.34,47196,192.168.3.30,8081,6,15/07/2019 04:02:59 PM,30037375,5,7,1939.0,263.0,1939.0,0.0,387.79999999999995,867.1471616744184,263.0,0.0,37.57142857142858,99.40465640142676,73.30866961577036,0.3995022867344433,2730670.454545454,4670683.585740686,1.0239982E7,133.0,2.0350489E7,5087622.25,5854490.697076412,1.0240145E7,764.0,3.0037375E7,5006229.166666667,5473933.41156724,1.0240146E7,215.0,0,0,0,0,160,240,0.16645928613935138,0.23304300059509195,0.0,1939.0,169.38461538461542,536.6489446030708,287992.0897435898,0,1,0,0,0,0,0,0,1.0,183.5,387.8,37.57142857142857,0,0,0,0,0,0,5,1939,7,263,-1,257,1,0,18304.0,25655.248235010316,36445.0,163.0,1.01573265E7,116892.52910472936,1.0239982E7,1.0074671E7,Normal,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/07/2019 04:01:50 PM,119998802,246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.058353882566261,487800.00813008123,268209.21863427456,1000443.0,26.0,1.18998941E8,485709.9632653063,266743.3271205771,1000443.0,26.0,0,0,0,0,0,0,0,0,0,0,0,2.050020466037653,0.008333416528608344,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,246,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Normal,BENIGN
192.168.3.30-192.168.3.34-8081-47198-6,192.168.3.34,47198,192.168.3.30,8081,6,15/07/2019 04:03:59 PM,30020008,5,7,1939.0,263.0,1939.0,0.0,387.79999999999995,867.1471616744184,263.0,0.0,37.57142857142858,99.40465640142676,73.3510797198988,0.3997334044681134,2729091.6363636362,4671328.144799812,1.0239664E7,41.0,2.0255602E7,5063900.5,5838232.949764994,1.0239939E7,41.0,3.0020008E7,5003334.666666666,5476444.215524728,1.0239821E7,294.0,0,0,0,0,160,240,0.16655558519504723,0.23317781927306613,0.0,1939.0,169.38461538461542,536.6489446030708,287992.0897435898,0,1,0,0,0,0,0,0,1.0,183.5,387.8,37.57142857142857,0,0,0,0,0,0,5,1939,7,263,-1,257,1,0,9260.5,12707.415964703445,18246.0,275.0,1.0119097E7,170507.48657463695,1.0239664E7,9998530.0,Normal,BENIGN
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,15/07/2019 04:02:41 PM,119173468,89,1,25814.0,289.0,300.0,288.0,290.04494382022483,2.6410660397561885,289.0,289.0,289.0,0.0,219.03365269188944,0.7552016527705647,1339027.730337079,973484.5014615814,3003683.0,41445.0,1.18351966E8,1344908.7045454546,977471.9099737132,3003683.0,41445.0,0,0,0,0,0,0,0,0,0,712,8,0.7468105232953361,0.008391129475228496,288.0,300.0,290.02197802197804,2.616095572404807,6.843956043956036,0,0,0,0,0,0,0,0,0.0,293.24444444444447,290.0449438202247,289.0,0,0,0,0,0,0,89,25814,1,289,-1,-1,89,0,0,0,0,0,0,0,0,0,Normal,BENIGN
192.168.3.30-192.168.3.31-40504-9200-6,192.168.3.30,40504,192.168.3.31,9200,6,15/07/2019 04:02:50 PM,85021407,7,9,6048.0,3332.0,2029.0,0.0,864.0,1077.6172790002952,1996.0,0.0,370.2222222222222,632.1255369342742,110.32515611038994,0.18818789954863957,5668093.8,1.1928389639171975E7,3.4997964E7,22.0,8.5013388E7,1.4168898E7,1.593344896064029E7,3.4997964E7,5896.0,8.5021385E7,1.0627673125E7,1.497821633629873E7,3.4998531E7,492.0,0,1,0,0,224,288,0.0823322060525298,0.10585569349610975,0.0,2029.0,669.1764705882352,901.2051816383241,812170.7794117647,0,0,0,1,1,0,0,0,1.0,711.0,864.0,370.22222222222223,0,0,0,0,0,0,7,6048,9,3332,-1,2958,3,0,12020.666666666668,8833.671509249896,22147.0,5896.0,2.8326399E7,5777750.346853782,3.4997964E7,2.4982591E7,Normal,BENIGN
0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,15/07/2019 04:01:58 PM,119999580,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025000087500306252,5.999979E7,183.84776310850236,5.999992E7,5.999966E7,5.999966E7,5.999966E7,0.0,5.999966E7,5.999966E7,0,0,0,0,0,0,0,0,0,0,0,0.016666725000204167,0.008333362500102083,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5.999979E7,183.84776310850236,5.999992E7,5.999966E7,Normal,BENIGN
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,15/07/2019 04:03:25 PM,100029787,20,1,1016.0,52.0,52.0,48.0,50.8,1.880649383926509,52.0,52.0,52.0,0.0,10.676819695717237,0.2099374659270243,5001489.35,7283258.106059896,2.0019377E7,3.0,8.001041E7,4211074.210526316,6542441.817856859,1.9999765E7,3.0,0,0,0,0,0,0,0,0,0,160,8,0.19994044374002315,0.009997022187001159,48.0,52.0,50.909090909090914,1.823369223354207,3.3246753246753236,0,0,0,0,0,0,0,0,0.0,53.333333333333336,50.8,52.0,0,0,0,0,0,0,20,1016,1,52,-1,-1,20,0,3493947.666666667,3575095.704107001,7145060.0,56.0,1.4924657333333332E7,5139688.99381827,2.0019377E7,6494871.0,Normal,BENIGN
192.168.3.30-192.168.3.34-8081-47200-6,192.168.3.34,47200,192.168.3.30,8081,6,15/07/2019 04:04:59 PM,30027361,5,7,1939.0,263.0,1939.0,0.0,387.79999999999995,867.1471616744184,263.0,0.0,37.57142857142858,99.40465640142676,73.33311775217277,0.3996355190854102,2729760.090909091,4672587.333867638,1.0240063E7,150.0,2.0386232E7,5096558.0,5872737.35013483,1.0240219E7,218.0,3.0027361E7,5004560.166666666,5477961.914046113,1.0240227E7,285.0,0,0,0,0,160,240,0.1665147996189209,0.23312071946648924,0.0,1939.0,169.38461538461542,536.6489446030708,287992.0897435898,0,1,0,0,0,0,0,0,1.0,183.5,387.8,37.57142857142857,0,0,0,0,0,0,5,1939,7,263,-1,257,1,0,11217.0,15642.616213408804,22278.0,156.0,1.01822495E7,81760.63578825693,1.0240063E7,1.0124436E7,Normal,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/07/2019 04:03:51 PM,119998914,245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050018552667902,489791.48571428587,274449.83813054423,1000228.0,20.0,1.18998969E8,487700.69262295077,273051.7888816721,1000228.0,20.0,0,0,0,0,0,0,0,0,0,0,0,2.0416851439172192,0.008333408750682527,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,245,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Normal,BENIGN
192.168.3.30-192.168.3.34-8081-47202-6,192.168.3.34,47202,192.168.3.30,8081,6,15/07/2019 04:05:59 PM,30010146,5,7,1939.0,263.0,1939.0,0.0,387.79999999999995,867.1471616744184,263.0,0.0,37.57142857142858,99.40465640142676,73.37518451259784,0.39986476573622803,2728195.090909091,4671811.426670889,1.0234973E7,55.0,2.0261728E7,5065432.0,5844753.37499328,1.0235157E7,233.0,3.0010146E7,5001691.0,5478021.523567063,1.0235109E7,208.0,0,0,0,0,160,240,0.16661031905676169,0.23325444667946635,0.0,1939.0,169.38461538461542,536.6489446030708,287992.0897435898,0,1,0,0,0,0,0,0,1.0,183.5,387.8,37.57142857142857,0,0,0,0,0,0,5,1939,7,263,-1,257,1,0,4692.5,6375.981845959099,9201.0,184.0,1.01264615E7,153458.4349734481,1.0234973E7,1.001795E7,Normal,BENIGN
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,15/07/2019 04:04:41 PM,119208584,86,1,24937.0,289.0,296.0,288.0,289.9651162790698,2.4468355285893613,289.0,289.0,289.0,0.0,211.61227785408474,0.7298132154644166,1386146.3255813953,1003898.2153750969,3003622.0,93870.0,1.16204962E8,1367117.2000000002,994131.4800927731,3003549.0,93870.0,0,0,0,0,0,0,0,0,0,688,8,0.7214245578154003,0.008388657649016282,288.0,296.0,289.9431818181818,2.4228697459093103,5.870297805642646,0,0,0,0,0,0,0,0,0.0,293.2758620689655,289.9651162790698,289.0,0,0,0,0,0,0,86,24937,1,289,-1,-1,86,0,0,0,0,0,0,0,0,0,Normal,BENIGN
192.168.3.30-192.168.3.31-40504-9200-6,192.168.3.30,40504,192.168.3.31,9200,6,15/07/2019 04:04:50 PM,85018000,7,9,6038.0,3362.0,2028.0,0.0,862.5714285714284,1075.8554514343236,2028.0,0.0,373.5555555555555,642.4352323602573,110.56482156719754,0.1881954409654426,5667866.666666667,1.1930352691372097E7,3.4997299E7,18.0,8.5012939E7,1.4168823166666666E7,1.5937401331078546E7,3.4997299E7,6173.0,8.5017966E7,1.062724575E7,1.4981554302463802E7,3.4997802E7,513.0,0,1,0,0,224,288,0.08233550542238115,0.10585993554306147,0.0,2028.0,672.2352941176472,906.2682087420206,821322.0661764707,0,0,0,1,1,0,0,0,1.0,714.25,862.5714285714286,373.55555555555554,0,0,0,0,0,0,7,6038,9,3362,-1,2958,3,0,6143.0,1067.3162605338682,7195.0,5061.0,2.8330606333333332E7,5773525.348457503,3.4997299E7,2.4995989E7,Normal,BENIGN
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,15/07/2019 04:05:25 PM,103487211,26,1,1316.0,52.0,56.0,48.0,50.61538461538462,2.5151846544844076,52.0,52.0,52.0,0.0,13.21902471601056,0.2609018036054716,3980277.346153845,6361127.425535796,2.0006836E7,2.0,1.00638334E8,4025533.3599999994,6488025.1350872805,2.0006836E7,2.0,0,0,0,0,0,0,0,0,0,208,8,0.251238773842306,0.009663029763165614,48.0,56.0,50.714285714285715,2.4473287456772117,5.989417989417993,0,0,0,0,0,0,0,0,0.0,52.592592592592595,50.61538461538461,52.0,0,0,0,0,0,0,26,1316,1,52,-1,-1,26,0,1968613.0,1534672.858389913,3467536.0,46.0,1.3165891E7,5410521.249773784,2.0006836E7,5078142.0,Normal,BENIGN
192.168.3.30-192.168.3.34-8081-47204-6,192.168.3.34,47204,192.168.3.30,8081,6,15/07/2019 04:06:59 PM,30017085,5,7,1939.0,263.0,1939.0,0.0,387.79999999999995,867.1471616744184,263.0,0.0,37.57142857142858,99.40465640142676,73.35822249229064,0.3997723296582596,2728825.909090909,4672606.55038809,1.0240032E7,70.0,2.0415907E7,5103976.75,5884466.94063687,1.0240228E7,557.0,3.0017085E7,5002847.5,5478908.375157364,1.02403E7,182.0,0,0,0,0,160,240,0.16657180402427482,0.23320052563398477,0.0,1939.0,169.38461538461542,536.6489446030708,287992.0897435898,0,1,0,0,0,0,0,0,1.0,183.5,387.8,37.57142857142857,0,0,0,0,0,0,5,1939,7,263,-1,257,1,0,8389.5,11587.358823303954,16583.0,196.0,1.01998945E7,56762.9968597501,1.0240032E7,1.0159757E7,Normal,BENIGN
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/07/2019 04:05:52 PM,119002915,248,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0923857201313094,479850.46370967734,279093.97808539163,1000231.0,22.0,1.1800298E8,477744.85829959513,277679.8383599097,1000231.0,22.0,0,0,0,0,0,0,0,0,0,0,0,2.083982564628774,0.008403155502535379,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,248,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Normal,BENIGN
